"pitchno","date","time","paofinning","pitchofpa","pitcher","pitcherid","pitcherthrows","pitcherteam","batter","batterid","batterside","batterteam","pitcherset","inning","top/bottom","outs","balls","strikes","taggedpitchtype","autopitchtype","pitchcall","korbb","taggedhittype","playresult","outsonplay","runsscored","notes","relspeed","vertrelangle","horzrelangle","spinrate","spinaxis","tilt","relheight","relside","extension","vertbreak","inducedvertbreak","horzbreak","platelocheight","platelocside","zonespeed","vertapprangle","horzapprangle","zonetime","exitspeed","angle","direction","hitspinrate","positionat110x","positionat110y","positionat110z","distance","lasttrackeddistance","bearing","hangtime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","hometeam","awayteam","stadium","level","league","gameid","pitchuid","effectivevelo","maxheight","measuredduration","speeddrop","pitchlastmeasuredx","pitchlastmeasuredy","pitchlastmeasuredz","contactpositionx","contactpositiony","contactpositionz","gameuid","utcdate","utctime","localdatetime","utcdatetime","autohittype","system","hometeamforeignid","awayteamforeignid","gameforeignid","catcher","catcherid","catcherthrows","catcherteam","playid","pitchtrajectoryxc0","pitchtrajectoryxc1","pitchtrajectoryxc2","pitchtrajectoryyc0","pitchtrajectoryyc1","pitchtrajectoryyc2","pitchtrajectoryzc0","pitchtrajectoryzc1","pitchtrajectoryzc2","hitspinaxis","hittrajectoryxc0","hittrajectoryxc1","hittrajectoryxc2","hittrajectoryxc3","hittrajectoryxc4","hittrajectoryxc5","hittrajectoryxc6","hittrajectoryxc7","hittrajectoryxc8","hittrajectoryyc0","hittrajectoryyc1","hittrajectoryyc2","hittrajectoryyc3","hittrajectoryyc4","hittrajectoryyc5","hittrajectoryyc6","hittrajectoryyc7","hittrajectoryyc8","hittrajectoryzc0","hittrajectoryzc1","hittrajectoryzc2","hittrajectoryzc3","hittrajectoryzc4","hittrajectoryzc5","hittrajectoryzc6","hittrajectoryzc7","hittrajectoryzc8","throwspeed","poptime","exchangetime","timetobase","catchpositionx","catchpositiony","catchpositionz","throwpositionx","throwpositiony","throwpositionz","basepositionx","basepositiony","basepositionz","throwtrajectoryxc0","throwtrajectoryxc1","throwtrajectoryxc2","throwtrajectoryyc0","throwtrajectoryyc1","throwtrajectoryyc2","throwtrajectoryzc0","throwtrajectoryzc1","throwtrajectoryzc2","pitchreleaseconfidence","pitchlocationconfidence","pitchmovementconfidence","hitlaunchconfidence","hitlandingconfidence","catcherthrowcatchconfidence","catcherthrowreleaseconfidence","catcherthrowlocationconfidence","spinaxis3dtransverseangle","spinaxis3dlongitudinalangle","spinaxis3dactivespinrate","spinaxis3dspinefficiency","spinaxis3dtilt","spinaxis3dvectorx","spinaxis3dvectory","spinaxis3dvectorz","spinaxis3dseamorientationrotationx","spinaxis3dseamorientationrotationy","spinaxis3dseamorientationrotationz","spinaxis3dseamorientationballyamb1","spinaxis3dseamorientationballanglehorizontalamb1","spinaxis3dseamorientationballzamb1","spinaxis3dseamorientationballangleverticalamb2","spinaxis3dseamorientationballzamb2","spinaxis3dseamorientationballxamb4","spinaxis3dseamorientationballyamb4","spinaxis3dseamorientationballanglehorizontalamb2","spinaxis3dseamorientationballangleverticalamb1","spinaxis3dseamorientationballxamb1","spinaxis3dseamorientationballyamb2","spinaxis3dseamorientationballanglehorizontalamb4","spinaxis3dseamorientationballangleverticalamb4","spinaxis3dseamorientationballxamb2","spinaxis3dseamorientationballangleverticalamb3","spinaxis3dseamorientationballanglehorizontalamb3","spinaxis3dseamorientationballxamb3","spinaxis3dseamorientationballyamb3","spinaxis3dseamorientationballzamb3","spinaxis3dseamorientationballzamb4","batspeed","verticalattackangle","horizontalattackangle","year","month","day"
"27","2026-02-27","18:15:41.00","5","2","Puetz, Parker","1000213729","Right","NOR_BIS","Ward, Blaize","1000263242","Left","MIZ_TIG","Undefined","1","Bottom","2","0","1","Fastball","Four-Seam","InPlay","Undefined","LineDrive","Double","0","2","","91.59056","-0.708273","-2.284163","2327.270861","211.825944","1:00","5.20768","1.77986","5.93762","-17.72828","15.71493","9.05941","3.07271","0.41469","83.1521","-4.081227","-0.658327","0.416222","100.50113","14.777315","8.24666","7053.313969","108.45765","23.82988","18.35544","284.27959","284.27959","11.575388","2.73224","-5.34233","8.608","-1.6028","50.0","5.14125","4.9135","-132.91456","-2.18681","-9.49515","30.20696","-16.87473","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","9dfb8040-143a-11f1-8b2a-372dde908e8b","90.55842","26.16671",,"8.43846",,,,"0.78291","3.01495","-0.40414","1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:15:41.00","2026-02-27T18:15:41.0059264-06:00","2026-02-28T00:15:41.0059264Z","LineDrive","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","60360094-56b8-4968-be28-5ca5ce4d950b","54.56109","-133.94713","15.10348","5.20615","-1.60998","-8.43737","-1.77631","5.23808","-4.74757","227.508781","0.78296","141.04992","-21.54741","4.15369","-0.76524","0.06438","0.0159","-0.00682","7.9E-4","3.01492","37.59816","-16.34654","0.96454","-0.11806","0.04928","-0.02117","0.00563","-6.1E-4","-0.40414","20.44311","2.93105","-2.0456","0.6789","-0.17576","0.03665","-0.00529","3.6E-4",,,,,,,,,,,,,,,,,,,,,,,"High","High","High","High","High","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78.38073","17.06428","8.17338","2026","02","28"
"28","2026-02-27","18:16:31.31","6","1","Puetz, Parker","1000213729","Right","NOR_BIS","Benson, Cameron","813272","Left","MIZ_TIG","Undefined","1","Bottom","2","0","0","Slider","Slider","BallCalled","Undefined","Undefined","Undefined","0","0","","81.75531","1.248133","-1.33882","2602.833491","64.37376","8:15","5.09189","1.8453","5.42315","-50.88412","-7.70662","-19.19694","2.02114","-1.00871","74.19447","-8.022555","-4.755268","0.472934",,,,,,,,,,,,"9.15957","-3.7765","-1.71301","50.0","5.16771","3.57603","-118.54198","0.73706","12.81309","26.23419","-37.45691","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","bbed8440-143a-11f1-8b2a-372dde908e8b","79.69924",,,"7.56084",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:16:31.31","2026-02-27T18:16:31.3192960-06:00","2026-02-28T00:16:31.3192960Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","de68232c-79ac-4b84-becc-42dda00e2ebc","55.0769","-119.66026","13.1171","5.10226","2.33373","-18.72846","-1.8538","3.02985","6.40655",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"29","2026-02-27","18:17:07.05","6","2","Puetz, Parker","1000213729","Right","NOR_BIS","Benson, Cameron","813272","Left","MIZ_TIG","Undefined","1","Bottom","2","1","0","Cutter","Slider","StrikeCalled","Undefined","Undefined","Undefined","0","0","","86.88829","0.354121","-1.505187","2575.014204","150.367911","11:00","5.13748","1.9025","5.4469","-30.18202","7.4613","-3.57201","2.95398","0.19527","79.44333","-5.208605","-2.140722","0.441586",,,,,,,,,,,,"1.37063","4.02929","-1.76704","50.0","5.14818","3.47057","-126.09732","-0.3048","2.20649","25.68173","-25.68761","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","d137f4c0-143a-11f1-8b2a-372dde908e8b","85.35694",,,"7.44497",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:17:07.05","2026-02-27T18:17:07.0537216-06:00","2026-02-28T00:17:07.0537216Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","77a080bf-3b32-4153-a3bb-5d2959e9a2bf","55.05065","-127.12181","12.84087","5.1399","0.71992","-12.8438","-1.90373","3.38255","1.10324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"30","2026-02-27","18:17:26.04","6","3","Puetz, Parker","1000213729","Right","NOR_BIS","Benson, Cameron","813272","Left","MIZ_TIG","Undefined","1","Bottom","2","1","1","Cutter","Slider","BallCalled","Undefined","Undefined","Undefined","0","0","","86.81429","-0.05136","-0.475545","2575.101029","137.803635","10:30","5.09293","1.819","5.2281","-31.38427","6.60126","-4.9028","2.4293","0.96338","79.45312","-5.802788","-1.345172","0.443589",,,,,,,,,,,,"2.30555","3.68795","-1.77142","50.0","5.06497","1.26664","-125.99697","-1.28498","3.70723","25.53372","-26.24391","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","dc8ca6e0-143a-11f1-8b2a-372dde908e8b","84.97162",,,"7.36117",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:17:26.04","2026-02-27T18:17:26.0483584-06:00","2026-02-28T00:17:26.0483584Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","ddb5c5cf-db6e-4a2c-9823-b327a2adb57b","55.26958","-127.06038","12.76686","5.09573","-0.192","-13.12196","-1.82096","1.11224","1.85362",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"31","2026-02-27","18:17:45.66","6","4","Puetz, Parker","1000213729","Right","NOR_BIS","Benson, Cameron","813272","Left","MIZ_TIG","Undefined","1","Bottom","2","2","1","Cutter","Slider","BallCalled","Undefined","Undefined","Undefined","0","0","","87.2125","1.042896","-0.896129","2544.53806","146.968509","11:00","5.08296","1.83045","5.45627","-31.53919","5.83855","-3.02772","3.43116","0.73921","79.58966","-4.769198","-1.435075","0.440025",,,,,,,,,,,,"1.26417","3.0215","-1.74934","50.0","5.15347","2.11383","-126.56914","1.15641","2.04836","26.10649","-27.27827","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","e8410530-143a-11f1-8b2a-372dde908e8b","85.65967",,,"7.62284",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:17:45.66","2026-02-27T18:17:45.6696320-06:00","2026-02-28T00:17:45.6696320Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","9d52770a-c16f-48ac-a19d-4ec64bd89757","55.04123","-127.60472","13.05325","5.08614","2.23847","-13.63913","-1.83158","2.03257","1.02418",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"32","2026-02-27","18:18:07.30","6","5","Puetz, Parker","1000213729","Right","NOR_BIS","Benson, Cameron","813272","Left","MIZ_TIG","Undefined","1","Bottom","2","3","1","Fastball","Four-Seam","FoulBallNotFieldable","Undefined","Undefined","Undefined","0","0","","92.1596","-0.636306","-2.028404","2302.810186","209.236751","1:00","5.36002","1.68947","6.02981","-16.00359","16.92584","8.85402","3.43672","0.54806","83.58284","-3.705249","-0.436402","0.413013","69.43462","38.883012","-151.563139","4049.892057","-99.47441","41.27609","-46.95503","191.26197","71.32045","-156.351387","2.81849","-5.1852","9.24032","-1.53577","50.0","5.30167","4.36123","-133.77595","-1.95189","-9.3262","30.87172","-15.5542","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","f523f870-143a-11f1-8b2a-372dde908e8b","91.26216","42.27781",,"8.57675",,,,"1.20576","3.24959","-0.38239","1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:18:07.30","2026-02-27T18:18:07.3036800-06:00","2026-02-28T00:18:07.3036800Z","FlyBall","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","caf23cca-1705-4d48-8980-21d03a7249e2","54.46894","-134.80331","15.43586","5.35801","-1.43427","-7.7771","-1.68607","4.67159","-4.6631","23.03891","1.2058","-69.71028","2.88111","-0.06321","-0.0187","-0.02819","0.0192","-0.00467","4.4E-4","3.24965","63.92367","-30.37308","4.24112","-0.86518","0.12289","-0.0062","-0.00156","2.4E-4","-0.38253","-37.74294","6.94573","-1.77974","0.24237","0.06634","-0.05094","0.01239","-0.00109",,,,,,,,,,,,,,,,,,,,,,,"High","High","High","High","Low","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68.81706","-2.5129","-11.35735","2026","02","28"
"33","2026-02-27","18:18:30.87","6","6","Puetz, Parker","1000213729","Right","NOR_BIS","Benson, Cameron","813272","Left","MIZ_TIG","Undefined","1","Bottom","2","3","2","Cutter","Slider","InPlay","Undefined","GroundBall","Out","1","0","","86.80059","-0.306455","-1.908507","2563.796052","146.614134","11:00","5.09413","1.86603","5.51628","-30.76931","6.57469","-3.61988","2.24331","-0.22083","80.08224","-5.953028","-2.553357","0.439827","84.93576","-13.357199","22.859453",,,,,"11.60169","3.55248","19.451925","0.078671","1.3524","3.71201","-1.69718","50.0","5.04664","4.35314","-126.09931","-1.76947","2.19293","23.94652","-26.15501","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","0335f5d0-143b-11f1-8b2a-372dde908e8b","85.69835","2.26873",,"6.71835",,,,"2.13514","2.26873","0.15178","1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:18:30.87","2026-02-27T18:18:30.8720640-06:00","2026-02-28T00:18:30.8720640Z","GroundBall","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","d34edeb1-6eb9-4a63-bca4-36cf631eaa75","54.98447","-127.04235","11.97326","5.09605","-0.73946","-13.0775","-1.86691","4.26678","1.09646",,"2.13222","111.91366",,,,,,,,"2.26948","-28.8382",,,,,,,,"0.15056","47.18088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","Low","Low","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82.31853","0.87203","3.87239","2026","02","28"
"42","2026-02-27","18:27:22.14","1","1","Puetz, Parker","1000213729","Right","NOR_BIS","Maisonet, Eric","835908","Left","MIZ_TIG","Undefined","2","Bottom","0","0","0","Fastball","Sinker","StrikeCalled","Undefined","Undefined","Undefined","0","0","","92.17327","-1.818731","-3.188272","2369.400479","226.497846","1:30","5.26338","1.58168","5.99198","-19.67198","13.3543","12.89327","1.93538","-0.30164","83.76401","-5.533331","-0.873416","0.41362",,,,,,,,,,,,"-7.53933","7.72615","-1.33711","50.0","5.10898","6.87852","-133.60651","-4.87414","-13.54627","30.39521","-18.29213","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","3fd84f50-143c-11f1-8b2a-372dde908e8b","91.12823",,,"8.40927",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:27:22.14","2026-02-27T18:27:22.1492736-06:00","2026-02-28T00:27:22.1492736Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","f1ec44e7-3bc0-4034-a5a2-8f39fb5bfe6e","54.50589","-134.62769","15.19761","5.26241","-4.25958","-9.14606","-1.57585","7.33363","-6.77313",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"43","2026-02-27","18:27:36.29","1","2","Puetz, Parker","1000213729","Right","NOR_BIS","Maisonet, Eric","835908","Left","MIZ_TIG","Undefined","2","Bottom","0","0","1","Cutter","Cutter","InPlay","Undefined","GroundBall","Out","1","0","","89.0925","-0.973831","-2.101685","2628.076852","151.302014","11:00","5.1161","1.89342","5.52641","-25.46167","10.22658","-4.98918","2.0832","-0.48802","81.6362","-5.680829","-2.990213","0.429966","45.93934","-32.563123","50.046097",,,,,"3.79627","3.79627","50.308402","0.05434","1.94756","5.77237","-1.70719","50.0","5.01449","4.96217","-129.28851","-3.09937","3.29773","26.86227","-22.39989","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","48509570-143c-11f1-8b2a-372dde908e8b","87.6638","1.98399",,"7.4563",,,,"0.42949","1.98399","0.53975","1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:27:36.29","2026-02-27T18:27:36.2945024-06:00","2026-02-28T00:27:36.2945024Z","GroundBall","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","96849696-c258-4137-a576-caaa813b2ad1","54.97262","-130.31758","13.43114","5.11679","-2.24125","-11.19994","-1.89486","4.83584","1.64886",,"0.42733","36.71364",,,,,,,,"1.98614","-36.51063",,,,,,,,"0.53717","43.82517",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","Estimated","Estimated","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71.89685","5.32821","-7.08955","2026","02","28"
"44","2026-02-27","18:28:14.81","2","1","Puetz, Parker","1000213729","Right","NOR_BIS","Patterson, Christopher","1000080435","Left","MIZ_TIG","Undefined","2","Bottom","1","0","0","Fastball","Four-Seam","StrikeCalled","Undefined","Undefined","Undefined","0","0","","91.38174","-0.705387","-3.05137","2378.282565","221.353439","1:30","5.28021","1.45185","6.12891","-18.61493","14.80064","12.03229","3.07598","-0.36866","82.87806","-4.251212","-0.885995","0.41605",,,,,,,,,,,,"-7.06422","8.17024","-1.22427","50.0","5.21648","6.54426","-132.53293","-2.18583","-12.48174","30.07136","-17.73809","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","5f4d70e0-143c-11f1-8b2a-372dde908e8b","90.59589",,,"8.50368",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:28:14.81","2026-02-27T18:28:14.8142592-06:00","2026-02-28T00:28:14.8142592Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","32d17a8c-e1b5-4b26-ba22-7554c8d8c25a","54.36787","-133.52031","15.03568","5.27868","-1.60341","-8.86905","-1.44588","6.95409","-6.24087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"45","2026-02-27","18:28:31.31","2","2","Puetz, Parker","1000213729","Right","NOR_BIS","Patterson, Christopher","1000080435","Left","MIZ_TIG","Undefined","2","Bottom","1","0","1","Slider","Slider","StrikeCalled","Undefined","Undefined","Undefined","0","0","","80.96765","1.685254","0.468464","2638.380143","67.760789","8:15","5.14047","1.80339","5.46876","-51.30711","-7.18996","-21.53104","2.44257","0.44758","73.00957","-7.702167","-3.370211","0.478052",,,,,,,,,,,,"10.90615","-3.63374","-1.82983","50.0","5.25422","-0.05803","-117.3632","1.617","14.89124","26.57345","-37.13557","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","691f0570-143c-11f1-8b2a-372dde908e8b","78.84592",,,"7.95808",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:28:31.31","2026-02-27T18:28:31.3176064-06:00","2026-02-28T00:28:31.3176064Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","cd44bb2f-b40f-4921-9af7-862fd3316292","55.03068","-118.49678","13.28673","5.15146","3.20114","-18.56779","-1.81381","-0.69326","7.44562",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"46","2026-02-27","18:28:49.44","2","3","Puetz, Parker","1000213729","Right","NOR_BIS","Patterson, Christopher","1000080435","Left","MIZ_TIG","Undefined","2","Bottom","1","0","2","Slider","Slider","BallCalled","Undefined","Undefined","Undefined","0","0","","81.41975","2.648084","0.766252","2675.549956","74.877273","8:30","5.05141","1.6247","5.43555","-47.07077","-3.40839","-18.48536","3.61064","0.80185","73.22829","-5.993283","-2.523106","0.475582",,,,,,,,,,,,"9.41016","-2.00689","-1.6799","50.0","5.25419","-0.78342","-117.90602","3.76345","13.00729","26.1972","-34.9481","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","73e4be00-143c-11f1-8b2a-372dde908e8b","79.25544",,,"8.19146",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:28:49.44","2026-02-27T18:28:49.4418432-06:00","2026-02-28T00:28:49.4418432Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","268537b7-7c68-4fad-9d3c-f8a192d40d3e","55.06171","-119.02536","13.0986","5.06149","5.25669","-17.47405","-1.63455","-1.33919","6.50364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"47","2026-02-27","18:29:11.05","2","4","Puetz, Parker","1000213729","Right","NOR_BIS","Patterson, Christopher","1000080435","Left","MIZ_TIG","Undefined","2","Bottom","1","1","2","Fastball","Four-Seam","StrikeSwinging","Strikeout","Undefined","Undefined","0","0","","91.96144","-2.055989","-2.84426","2300.539909","212.961292","1:00","5.23092","1.6613","5.97721","-16.36481","16.96013","10.23697","1.95811","-0.12441","83.20949","-5.187271","-1.00666","0.415486",,,,,,,,,,,,"-6.08843","9.66052","-1.44169","50.0","5.05901","6.1662","-133.24178","-5.26237","-10.83633","31.28926","-14.98005","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","80c82670-143c-11f1-8b2a-372dde908e8b","90.71899",,,"8.75196",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:29:11.05","2026-02-27T18:29:11.0570000-06:00","2026-02-28T00:29:11.0570000Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","1f209fd6-33ca-44eb-9906-cda40b73d674","54.51909","-134.2988","15.64463","5.22824","-4.7563","-7.49002","-1.65618","6.53228","-5.41816",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68.8008","2.800893","1.848525","0.952368","-1.98216","1.64232","0.18064","-2.90889","6.37012","5.01871","66.31558","5.90328","58.47236","-2.84926","80.34772","-8.12543","6.3977","12.74036","-13.9299","5.02777","58.41326","-2.41288","High","High","High","","","High","High","High",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"48","2026-02-27","18:29:45.21","3","1","Puetz, Parker","1000213729","Right","NOR_BIS","Frost, Isaiah","801981","Left","MIZ_TIG","Undefined","2","Bottom","2","0","0","Fastball","Four-Seam","BallCalled","Undefined","Undefined","Undefined","0","0","","92.71305","-0.842578","-1.892935","2351.615731","225.997096","1:30","5.24214","1.51142","6.11071","-18.72426","13.8265","13.14528","2.9022","0.85589","83.85308","-4.407875","0.475472","0.410631",,,,,,,,,,,,"-7.28933","7.71","-1.37243","50.0","5.16762","3.86184","-134.52053","-2.55011","-13.21823","32.00878","-18.193","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","952306d0-143c-11f1-8b2a-372dde908e8b","91.79147",,,"8.85997",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:29:45.21","2026-02-27T18:29:45.2180480-06:00","2026-02-28T00:29:45.2180480Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","d8a43353-bcc1-4e69-ba05-12fb4a0f0b65","54.38531","-135.55999","16.00439","5.24084","-1.9593","-9.0965","-1.50481","4.2911","-6.60911",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"49","2026-02-27","18:30:02.30","3","2","Puetz, Parker","1000213729","Right","NOR_BIS","Frost, Isaiah","801981","Left","MIZ_TIG","Undefined","2","Bottom","2","1","0","Fastball","Four-Seam","StrikeCalled","Undefined","Undefined","Undefined","0","0","","92.04618","-0.452806","-2.938845","2363.327291","224.333411","1:30","5.19869","1.61731","6.08533","-18.28119","14.72005","13.28611","3.2558","0.00334","83.39501","-3.936623","-0.549367","0.413463",,,,,,,,,,,,"-7.6637","8.03626","-1.39688","50.0","5.15395","6.27003","-133.50119","-1.60467","-13.73029","30.69107","-17.77627","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","9f58b460-143c-11f1-8b2a-372dde908e8b","91.16285",,,"8.65117",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:30:02.30","2026-02-27T18:30:02.3061504-06:00","2026-02-28T00:30:02.3061504Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","4afc97fa-2b7b-4bff-8fe9-4434e6ffb1a8","54.41145","-134.51153","15.34553","5.19715","-1.01948","-8.88813","-1.61073","6.72202","-6.86514",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"50","2026-02-27","18:30:17.61","3","3","Puetz, Parker","1000213729","Right","NOR_BIS","Frost, Isaiah","801981","Left","MIZ_TIG","Undefined","2","Bottom","2","1","1","Cutter","Slider","StrikeSwinging","Undefined","Undefined","Undefined","0","0","","86.36878","1.028538","-0.834807","2696.24488","129.574511","10:15","5.1261","1.56414","5.26994","-32.23195","5.7439","-5.64973","3.40646","0.3091","79.66266","-4.865108","-1.836998","0.443532",,,,,,,,,,,,"2.61091","2.96414","-1.48356","50.0","5.19643","2.07764","-125.46919","1.05363","4.20377","22.99989","-27.40149","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","a86fab80-143c-11f1-8b2a-372dde908e8b","84.98242",,,"6.70613",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:30:17.61","2026-02-27T18:30:17.6174080-06:00","2026-02-28T00:30:17.6174080Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","80cad652-63dd-4eb1-81a4-730de7eb96f6","55.22934","-126.42415","11.49994","5.12907","2.19134","-13.70074","-1.5662","1.9031","2.10188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
