"pitchno","date","time","paofinning","pitchofpa","pitcher","pitcherid","pitcherthrows","pitcherteam","batter","batterid","batterside","batterteam","pitcherset","inning","top/bottom","outs","balls","strikes","taggedpitchtype","autopitchtype","pitchcall","korbb","taggedhittype","playresult","outsonplay","runsscored","notes","relspeed","vertrelangle","horzrelangle","spinrate","spinaxis","tilt","relheight","relside","extension","vertbreak","inducedvertbreak","horzbreak","platelocheight","platelocside","zonespeed","vertapprangle","horzapprangle","zonetime","exitspeed","angle","direction","hitspinrate","positionat110x","positionat110y","positionat110z","distance","lasttrackeddistance","bearing","hangtime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","hometeam","awayteam","stadium","level","league","gameid","pitchuid","effectivevelo","maxheight","measuredduration","speeddrop","pitchlastmeasuredx","pitchlastmeasuredy","pitchlastmeasuredz","contactpositionx","contactpositiony","contactpositionz","gameuid","utcdate","utctime","localdatetime","utcdatetime","autohittype","system","hometeamforeignid","awayteamforeignid","gameforeignid","catcher","catcherid","catcherthrows","catcherteam","playid","pitchtrajectoryxc0","pitchtrajectoryxc1","pitchtrajectoryxc2","pitchtrajectoryyc0","pitchtrajectoryyc1","pitchtrajectoryyc2","pitchtrajectoryzc0","pitchtrajectoryzc1","pitchtrajectoryzc2","hitspinaxis","hittrajectoryxc0","hittrajectoryxc1","hittrajectoryxc2","hittrajectoryxc3","hittrajectoryxc4","hittrajectoryxc5","hittrajectoryxc6","hittrajectoryxc7","hittrajectoryxc8","hittrajectoryyc0","hittrajectoryyc1","hittrajectoryyc2","hittrajectoryyc3","hittrajectoryyc4","hittrajectoryyc5","hittrajectoryyc6","hittrajectoryyc7","hittrajectoryyc8","hittrajectoryzc0","hittrajectoryzc1","hittrajectoryzc2","hittrajectoryzc3","hittrajectoryzc4","hittrajectoryzc5","hittrajectoryzc6","hittrajectoryzc7","hittrajectoryzc8","throwspeed","poptime","exchangetime","timetobase","catchpositionx","catchpositiony","catchpositionz","throwpositionx","throwpositiony","throwpositionz","basepositionx","basepositiony","basepositionz","throwtrajectoryxc0","throwtrajectoryxc1","throwtrajectoryxc2","throwtrajectoryyc0","throwtrajectoryyc1","throwtrajectoryyc2","throwtrajectoryzc0","throwtrajectoryzc1","throwtrajectoryzc2","pitchreleaseconfidence","pitchlocationconfidence","pitchmovementconfidence","hitlaunchconfidence","hitlandingconfidence","catcherthrowcatchconfidence","catcherthrowreleaseconfidence","catcherthrowlocationconfidence","spinaxis3dtransverseangle","spinaxis3dlongitudinalangle","spinaxis3dactivespinrate","spinaxis3dspinefficiency","spinaxis3dtilt","spinaxis3dvectorx","spinaxis3dvectory","spinaxis3dvectorz","spinaxis3dseamorientationrotationx","spinaxis3dseamorientationrotationy","spinaxis3dseamorientationrotationz","spinaxis3dseamorientationballyamb1","spinaxis3dseamorientationballanglehorizontalamb1","spinaxis3dseamorientationballzamb1","spinaxis3dseamorientationballangleverticalamb2","spinaxis3dseamorientationballzamb2","spinaxis3dseamorientationballxamb4","spinaxis3dseamorientationballyamb4","spinaxis3dseamorientationballanglehorizontalamb2","spinaxis3dseamorientationballangleverticalamb1","spinaxis3dseamorientationballxamb1","spinaxis3dseamorientationballyamb2","spinaxis3dseamorientationballanglehorizontalamb4","spinaxis3dseamorientationballangleverticalamb4","spinaxis3dseamorientationballxamb2","spinaxis3dseamorientationballangleverticalamb3","spinaxis3dseamorientationballanglehorizontalamb3","spinaxis3dseamorientationballxamb3","spinaxis3dseamorientationballyamb3","spinaxis3dseamorientationballzamb3","spinaxis3dseamorientationballzamb4","batspeed","verticalattackangle","horizontalattackangle","year","month","day"
"11","2026-02-27","18:09:27.88","2","1","Puetz, Parker","1000213729","Right","NOR_BIS","Macon, Tyler","823527","Right","MIZ_TIG","Undefined","1","Bottom","0","0","0","Fastball","Four-Seam","FoulBallNotFieldable","Undefined","Undefined","Undefined","0","0","","91.52917","-1.101529","-3.579799","2341.063443","218.905068","1:15","5.38098","1.51461","6.10268","-17.12922","16.55261","12.3578","2.93272","-0.77052","82.26672","-4.396623","-1.358853","0.417705","75.96261","20.059359","162.584932","3693.640519","-106.87325","17.2939","26.04037","166.72873","52.31277","168.745701","1.901258","-7.38575","9.18985","-1.2446","50.0","5.28691","7.72763","-132.49452","-3.02677","-12.93316","32.24761","-16.08176","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","bf9af150-1439-11f1-8b2a-372dde908e8b","90.23704","19.0004",,"9.26245",,,,"0.46584","2.85104","0.77782","1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:09:27.88","2026-02-27T18:09:27.8848000-06:00","2026-02-28T00:09:27.8848000Z","LineDrive","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","fc6783ce-e8dc-4d80-ab4d-fe42190010cd","54.3903","-133.5588","16.12381","5.37804","-2.49602","-8.04088","-1.50668","8.15447","-6.46658","305.293099","0.46587","-99.85966","8.38875","-1.29802","0.82185","-0.5528","0.25895","-0.06699","0.0073","2.85107","38.20883","-24.4359","2.24873","0.07658","-0.39707","0.21928","-0.05769","0.00625","0.77785","31.31737","-9.91103","1.33562","0.24607","-0.42911","0.21992","-0.05717","0.00619",,,,,,,,,,,,,,,,,,,,,,,"High","High","High","High","Low","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73.10536","15.56504","5.47469","2026","02","28"
"12","2026-02-27","18:09:49.05","2","2","Puetz, Parker","1000213729","Right","NOR_BIS","Macon, Tyler","823527","Right","MIZ_TIG","Undefined","1","Bottom","0","0","1","Slider","Slider","BallCalled","Undefined","Undefined","Undefined","0","0","","82.7867","0.752891","-1.610749","2644.979804","73.782518","8:30","5.06879","1.76874","5.43004","-45.47975","-2.89284","-15.6004","1.98425","-1.04024","74.21253","-7.586885","-4.386556","0.469688",,,,,,,,,,,,"7.17032","-1.15095","-1.61525","50.0","5.10486","4.04719","-119.827","-0.07623","10.13747","29.10922","-33.80127","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","cc2e16e0-1439-11f1-8b2a-372dde908e8b","80.24996",,,"8.57417",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:09:49.05","2026-02-27T18:09:49.0564096-06:00","2026-02-28T00:09:49.0564096Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","063fa79b-20a4-4649-9706-7c98b352f348","55.06533","-121.05125","14.55461","5.07817","1.34535","-16.90063","-1.7765","3.62083","5.06873",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"13","2026-02-27","18:10:12.44","2","3","Puetz, Parker","1000213729","Right","NOR_BIS","Macon, Tyler","823527","Right","MIZ_TIG","Undefined","1","Bottom","0","1","1","Slider","Slider","BallCalled","Undefined","Undefined","Undefined","0","0","","81.94351","-0.308379","-2.881314","2680.067254","77.739297","8:30","5.18152","1.73375","5.58773","-45.42302","-2.15469","-17.47651","1.10794","-2.41546","73.78841","-8.625019","-5.994888","0.473431",,,,,,,,,,,,"7.69638","-0.3937","-1.47514","50.0","5.12642","6.70309","-118.55491","-2.22986","10.65083","28.50587","-32.71886","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","da2fe7a0-1439-11f1-8b2a-372dde908e8b","79.61553",,,"8.1551",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:10:12.44","2026-02-27T18:10:12.4429312-06:00","2026-02-28T00:10:12.4429312Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","209477bf-8e54-4bf8-bbc7-01f89530515a","54.9078","-119.72915","14.25293","5.19051","-0.88208","-16.35943","-1.74222","6.26435","5.32542",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"14","2026-02-27","18:10:33.40","2","4","Puetz, Parker","1000213729","Right","NOR_BIS","Macon, Tyler","823527","Right","MIZ_TIG","Undefined","1","Bottom","0","2","1","Cutter","Slider","StrikeCalled","Undefined","Undefined","Undefined","0","0","","87.42414","-0.538933","-2.738805","2513.010929","167.745216","11:30","5.14834","1.75972","5.5285","-26.79372","10.21843","-1.97386","2.41114","-0.96703","80.22607","-5.487783","-3.090031","0.437868",,,,,,,,,,,,"0.25634","5.6604","-1.52023","50.0","5.08372","6.15303","-126.82624","-2.12991","0.41881","25.17466","-22.92563","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","e6a39e50-1439-11f1-8b2a-372dde908e8b","86.08168",,,"7.19806",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:10:33.40","2026-02-27T18:10:33.4051328-06:00","2026-02-28T00:10:33.4051328Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","39f083d7-3a2e-4440-b19e-0e8d7af67532","54.96936","-127.80884","12.58733","5.14939","-1.2351","-11.46282","-1.76008","6.13669","0.20941",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"15","2026-02-27","18:10:53.61","2","5","Puetz, Parker","1000213729","Right","NOR_BIS","Macon, Tyler","823527","Right","MIZ_TIG","Undefined","1","Bottom","0","2","2","Cutter","Slider","StrikeSwinging","Strikeout","Undefined","Undefined","0","0","","87.09898","0.386158","-2.403502","2651.883997","125.856938","10:15","5.05029","1.75285","5.31838","-32.26931","5.23055","-5.69733","2.72391","-0.97894","80.08854","-5.514891","-3.413604","0.440744",,,,,,,,,,,,"2.23575","2.83851","-1.53072","50.0","5.06188","5.55279","-126.41481","-0.34153","3.63332","24.74378","-27.56118","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","f2a77c30-1439-11f1-8b2a-372dde908e8b","85.52004",,,"7.01044",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:10:53.61","2026-02-27T18:10:53.6173056-06:00","2026-02-28T00:10:53.6173056Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","c5420d58-ebfa-463c-aaf4-d9a3b253ff6d","55.18188","-127.42505","12.37189","5.05285","0.78373","-13.78059","-1.7544","5.40445","1.81666",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"16","2026-02-27","18:11:30.44","3","1","Puetz, Parker","1000213729","Right","NOR_BIS","Serna, Mateo","806219","Left","MIZ_TIG","Undefined","1","Bottom","1","0","0","Fastball","Four-Seam","BallCalled","Undefined","Undefined","Undefined","0","0","","90.93361","-0.490882","-1.091648","2370.067918","213.891383","1:15","5.24976","1.675","5.91309","-16.90981","17.37438","10.82875","3.38492","1.56409","81.70324","-3.743314","0.852442","0.421423",,,,,,,,,,,,"-5.82898","9.37886","-1.59326","50.0","5.20078","2.02409","-131.8448","-1.61028","-10.09096","32.34572","-15.9376","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","08a18da0-143a-11f1-8b2a-372dde908e8b","89.44087",,,"9.23037",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:11:30.44","2026-02-27T18:11:30.4442880-06:00","2026-02-28T00:11:30.4442880Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","22ac7989-7fd3-4095-9749-3858995d93b2","54.58111","-132.96394","16.17286","5.24696","-1.05885","-7.9688","-1.66933","2.37323","-5.04548",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"17","2026-02-27","18:11:56.61","3","2","Puetz, Parker","1000213729","Right","NOR_BIS","Serna, Mateo","806219","Left","MIZ_TIG","Undefined","1","Bottom","1","1","0","Cutter","Slider","BallCalled","Undefined","Undefined","Undefined","0","0","","86.65983","0.49499","-0.070648","2505.062062","143.633078","10:45","5.10474","1.883","5.56505","-30.26635","7.28717","-4.51866","3.04498","1.44044","79.40157","-5.093088","-0.876994","0.441059",,,,,,,,,,,,"2.24819","3.92551","-1.87396","50.0","5.12772","0.35217","-125.85762","0.01706","3.61522","24.93433","-25.86155","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","18319f80-143a-11f1-8b2a-372dde908e8b","85.45894",,,"7.25826",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:11:56.61","2026-02-27T18:11:56.6130688-06:00","2026-02-28T00:11:56.6130688Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","e6249b7e-171c-47c1-8d54-25dc245131df","54.93238","-126.83103","12.46717","5.10735","1.02668","-12.93077","-1.88495","0.21103","1.80761",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"18","2026-02-27","18:12:15.68","3","3","Puetz, Parker","1000213729","Right","NOR_BIS","Serna, Mateo","806219","Left","MIZ_TIG","Undefined","1","Bottom","1","2","0","Cutter","Slider","FoulBallNotFieldable","Undefined","Undefined","Undefined","0","0","","85.80039","-0.172041","-2.248698","2578.157557","119.128914","10:00","5.07353","1.84112","5.48074","-34.17289","4.29122","-5.61374","2.06469","-0.7318","78.88956","-6.428986","-3.247721","0.446375",,,,,,,,,,,,"2.24134","2.53654","-1.63974","50.0","5.03505","5.12534","-124.55799","-1.59612","3.52858","24.5262","-28.18071","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","238f0430-143a-11f1-8b2a-372dde908e8b","84.44128",,,"6.91083",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:12:15.68","2026-02-27T18:12:15.6843520-06:00","2026-02-28T00:12:15.6843520Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","474c4422-be6e-494f-9fcb-8992653099c4","55.01965","-125.5425","12.2631","5.07642","-0.46491","-14.09036","-1.84264","4.9837","1.76429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"19","2026-02-27","18:12:42.65","3","4","Puetz, Parker","1000213729","Right","NOR_BIS","Serna, Mateo","806219","Left","MIZ_TIG","Undefined","1","Bottom","1","2","1","Fastball","Four-Seam","BallCalled","Undefined","Undefined","Undefined","0","0","","91.99946","0.256111","-1.137944","2302.099464","218.882732","1:15","5.2788","1.60959","6.05918","-19.13564","13.71749","10.21205","3.92126","1.40721","83.75271","-3.372377","0.700432","0.412534",,,,,,,,,,,,"-5.53937","7.29819","-1.52636","50.0","5.28836","2.20701","-133.63068","0.00458","-9.98999","29.50459","-19.01203","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","33a69590-143a-11f1-8b2a-372dde908e8b","91.36806",,,"8.24675",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:12:42.65","2026-02-27T18:12:42.6533376-06:00","2026-02-28T00:12:42.6533376Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","951e8634-f33d-4def-8170-afaca9c9cf20","54.43787","-134.60696","14.75229","5.27781","0.63367","-9.50602","-1.60486","2.53757","-4.995",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"20","2026-02-27","18:13:02.32","3","5","Puetz, Parker","1000213729","Right","NOR_BIS","Serna, Mateo","806219","Left","MIZ_TIG","Undefined","1","Bottom","1","3","1","Fastball","Sinker","BallCalled","Walk","Undefined","Undefined","0","0","","91.71033","-0.777197","-1.862594","2236.882753","231.037328","1:45","5.336","1.66959","6.00183","-20.62997","12.58154","14.20465","2.89629","1.12688","83.44342","-4.669053","0.691822","0.414778",,,,,,,,,,,,"-7.7689","7.01363","-1.53039","50.0","5.26354","3.70168","-133.13269","-2.46784","-13.88285","29.74033","-19.6408","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","3f5a57a0-143a-11f1-8b2a-372dde908e8b","90.87381",,,"8.26691",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:13:02.32","2026-02-27T18:13:02.3285248-06:00","2026-02-28T00:13:02.3285248Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","7210ae4c-914e-4723-b3f8-95a238cc2233","54.4953","-134.13313","14.87017","5.33544","-1.80714","-9.8204","-1.66277","4.16869","-6.94143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"21","2026-02-27","18:13:39.48","4","1","Puetz, Parker","1000213729","Right","NOR_BIS","Parker, Sam","806179","Left","MIZ_TIG","Undefined","1","Bottom","1","0","0","Cutter","Slider","StrikeCalled","Undefined","Undefined","Undefined","0","0","","85.86585","0.758469","-2.339683","2511.86378","142.313069","10:45","5.18808","1.80037","5.40907","-33.15474","5.35792","-3.23937","3.13645","-0.66288","78.78039","-5.322663","-2.915016","0.446656",,,,,,,,,,,,"0.99406","2.86256","-1.58977","50.0","5.23258","5.23129","-124.59152","0.44888","1.56762","24.26332","-27.65971","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","558479c0-143a-11f1-8b2a-372dde908e8b","84.38807",,,"7.08545",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:13:39.48","2026-02-27T18:13:39.4895872-06:00","2026-02-28T00:13:39.4895872Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","10a379a7-ec3b-4803-807c-829f941be890","55.08929","-125.57871","12.13166","5.19142","1.57427","-13.82986","-1.80132","5.1675","0.78381",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"22","2026-02-27","18:13:56.51","4","2","Puetz, Parker","1000213729","Right","NOR_BIS","Parker, Sam","806179","Left","MIZ_TIG","Undefined","1","Bottom","1","0","1","Fastball","Sinker","BallCalled","Undefined","Undefined","Undefined","0","0","","91.51607","-0.322637","-1.947694","2310.500593","225.049515","1:30","5.17778","1.95308","6.06671","-19.65257","13.78135","12.65276","3.24131","1.20431","82.80208","-4.058074","0.32969","0.416165",,,,,,,,,,,,"-7.07449","7.52788","-1.80852","50.0","5.14229","3.96648","-132.8044","-1.35175","-12.51046","31.04916","-18.86186","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","5faa21c0-143a-11f1-8b2a-372dde908e8b","90.571",,,"8.714",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:13:56.51","2026-02-27T18:13:56.5128704-06:00","2026-02-28T00:13:56.5128704Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","2729f7db-7ef5-46cf-a854-06839bdae853","54.43023","-133.83617","15.52458","5.1768","-0.72497","-9.43093","-1.94723","4.3822","-6.25523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"23","2026-02-27","18:14:14.27","4","3","Puetz, Parker","1000213729","Right","NOR_BIS","Parker, Sam","806179","Left","MIZ_TIG","Undefined","1","Bottom","1","1","1","Fastball","Four-Seam","BallCalled","Undefined","Undefined","Undefined","0","0","","91.33472","-0.296133","-1.450805","2259.240131","222.499424","1:30","5.34149","1.72166","6.01175","-17.98529","15.72485","13.32288","3.56829","1.48759","82.41773","-3.735944","0.9453","0.41788",,,,,,,,,,,,"-7.27272","8.51052","-1.61486","50.0","5.30847","2.77575","-132.53091","-1.21766","-12.77122","31.67404","-17.2292","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","6a4f32f0-143a-11f1-8b2a-372dde908e8b","90.19919",,,"8.91699",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:14:14.27","2026-02-27T18:14:14.2759424-06:00","2026-02-28T00:14:14.2759424Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","e9cdd4c2-2835-4a60-b09f-b72e4cbe42f8","54.48506","-133.59851","15.83702","5.33973","-0.63694","-8.6146","-1.71568","3.20622","-6.38561",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"24","2026-02-27","18:14:32.45","4","4","Puetz, Parker","1000213729","Right","NOR_BIS","Parker, Sam","806179","Left","MIZ_TIG","Undefined","1","Bottom","1","2","1","Cutter","Slider","StrikeCalled","Undefined","Undefined","Undefined","0","0","","86.2992","0.790577","-1.386648","2405.005098","135.277148","10:30","5.14074","1.74478","5.37179","-32.23321","6.14859","-4.86457","3.19612","0.03908","78.66397","-5.140745","-2.250937","0.445896",,,,,,,,,,,,"2.03394","3.24244","-1.61696","50.0","5.189","3.24482","-125.19094","0.5562","3.2172","26.05879","-27.04533","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","7514c470-143a-11f1-8b2a-372dde908e8b","84.53185",,,"7.63522",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:14:32.45","2026-02-27T18:14:32.4594176-06:00","2026-02-28T00:14:32.4594176Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","688b6474-657e-438b-a0c8-c8b9fb6d21af","55.12573","-126.25336","13.0294","5.14384","1.65885","-13.52266","-1.74657","3.11365","1.6086",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"25","2026-02-27","18:14:50.38","4","5","Puetz, Parker","1000213729","Right","NOR_BIS","Parker, Sam","806179","Left","MIZ_TIG","Undefined","1","Bottom","1","2","2","Cutter","Slider","StrikeCalled","Strikeout","Undefined","Undefined","0","0","","87.14194","0.211849","-0.713516","2553.686626","136.227851","10:30","5.03961","1.81033","5.38993","-30.51667","7.03548","-5.58941","2.69513","0.67577","79.55432","-5.407848","-1.70757","0.441051",,,,,,,,,,,,"2.59658","3.84484","-1.74258","50.0","5.03726","1.82266","-126.47213","-0.64289","4.19636","26.32254","-25.96029","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","7fcb13b0-143a-11f1-8b2a-372dde908e8b","85.46052",,,"7.58762",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:14:50.38","2026-02-27T18:14:50.3821312-06:00","2026-02-28T00:14:50.3821312Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","9755e655-0d10-4267-abae-f70802cb738d","55.10781","-127.53078","13.16127","5.04212","0.4012","-12.98014","-1.81249","1.65389","2.09818",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"26","2026-02-27","18:15:21.97","5","1","Puetz, Parker","1000213729","Right","NOR_BIS","Ward, Blaize","1000263242","Left","MIZ_TIG","Undefined","1","Bottom","2","0","0","Cutter","Slider","StrikeCalled","Undefined","Undefined","Undefined","0","0","","86.81707","-0.393558","-1.522887","2567.0195","154.761601","11:15","5.15282","1.80561","5.35138","-31.17494","6.62878","-2.56914","2.18565","0.16283","79.56581","-6.112475","-1.979418","0.442526",,,,,,,,,,,,"0.86661","3.80169","-1.66666","50.0","5.09528","3.46295","-125.99714","-2.00768","1.39423","25.40779","-26.05781","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","929716b0-143a-11f1-8b2a-372dde908e8b","85.17566",,,"7.25125",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","00:15:21.97","2026-02-27T18:15:21.9728896-06:00","2026-02-28T00:15:21.9728896Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","4da98ff3-305d-4ca3-bde2-6242463c5878","55.14679","-127.03077","12.70389","5.15539","-0.94761","-13.0289","-1.80638","3.40623","0.69711",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
